2401011;Będzin;miasto;54720;Śląskie;będziński
2401021;Czeladź;miasto;30317;Śląskie;będziński
2401031;Wojkowice;miasto;8540;Śląskie;będziński
2401042;Bobrowniki;wies;12432;Śląskie;będziński
2401052;Mierzęcice;wies;7923;Śląskie;będziński
2401062;Psary;wies;12334;Śląskie;będziński
2401073;Siewierz;gmina miejsko-wiejska;12741;Śląskie;będziński
2401081;Sławków;miasto;6892;Śląskie;będziński
2402011;Szczyrk;miasto;5402;Śląskie;bielski
2402022;Bestwina;wies;12142;Śląskie;bielski
2402032;Buczkowice;wies;11218;Śląskie;bielski
2402043;Czechowice-Dziedzi;gmina miejsko-wiejska;44581;Śląskie;bielski
2402052;Jasienica;wies;25055;Śląskie;bielski
2402062;Jaworze;wies;7373;Śląskie;bielski
2402072;Kozy;wies;13106;Śląskie;bielski
2402082;Porąbka;wies;15440;Śląskie;bielski
2402093;Wilamowice;gmina miejsko-wiejska;18063;Śląskie;bielski
2402102;Wilkowice;wies;13341;Śląskie;bielski
2403011;Cieszyn;miasto;33486;Śląskie;cieszyński
2403021;Ustroń;miasto;16023;Śląskie;cieszyński
2403031;Wisła;miasto;10716;Śląskie;cieszyński
2403042;Brenna;wies;11741;Śląskie;cieszyński
2403052;Chybie;wies;9636;Śląskie;cieszyński
2403062;Dębowiec;wies;5769;Śląskie;cieszyński
2403072;Goleszów;wies;13156;Śląskie;cieszyński
2403082;Hażlach;wies;10766;Śląskie;cieszyński
2403092;Istebna;wies;12153;Śląskie;cieszyński
2403103;Skoczów;gmina miejsko-wiejska;26331;Śląskie;cieszyński
2403113;Strumień;gmina miejsko-wiejska;13232;Śląskie;cieszyński
2403122;Zebrzydowice;wies;12817;Śląskie;cieszyński
2404013;Blachownia;gmina miejsko-wiejska;12597;Śląskie;częstochowski
2404022;Dąbrowa Zielona;wies;3639;Śląskie;częstochowski
2404032;Janów;wies;5861;Śląskie;częstochowski
2404042;Kamienica Polska;wies;5419;Śląskie;częstochowski
2404052;Kłomnice;wies;13003;Śląskie;częstochowski
2404063;Koniecpol;gmina miejsko-wiejska;8813;Śląskie;częstochowski
2404072;Konopiska;wies;10769;Śląskie;częstochowski
2404082;Kruszyna;wies;4680;Śląskie;częstochowski
2404092;Lelów;wies;4608;Śląskie;częstochowski
2404102;Mstów;wies;10802;Śląskie;częstochowski
2404112;Mykanów;wies;15325;Śląskie;częstochowski
2404123;Olsztyn;gmina miejsko-wiejska;8194;Śląskie;częstochowski
2404132;Poczesna;wies;12475;Śląskie;częstochowski
2404142;Przyrów;wies;3564;Śląskie;częstochowski
2404152;Rędziny;wies;9563;Śląskie;częstochowski
2404162;Starcza;wies;2859;Śląskie;częstochowski
2405011;Knurów;miasto;36044;Śląskie;gliwicki
2405021;Pyskowice;miasto;17194;Śląskie;gliwicki
2405032;Gierałtowice;wies;12568;Śląskie;gliwicki
2405042;Pilchowice;wies;12471;Śląskie;gliwicki
2405052;Rudziniec;wies;10842;Śląskie;gliwicki
2405063;Sośnicowice;gmina miejsko-wiejska;8975;Śląskie;gliwicki
2405073;Toszek;gmina miejsko-wiejska;9275;Śląskie;gliwicki
2405082;Wielowieś;wies;5857;Śląskie;gliwicki
2406013;Kłobuck;gmina miejsko-wiejska;19824;Śląskie;kłobucki
2406023;Krzepice;gmina miejsko-wiejska;8602;Śląskie;kłobucki
2406032;Lipie;wies;6006;Śląskie;kłobucki
2406042;Miedźno;wies;7448;Śląskie;kłobucki
2406052;Opatów;wies;6615;Śląskie;kłobucki
2406062;Panki;wies;4882;Śląskie;kłobucki
2406072;Popów;wies;5765;Śląskie;kłobucki
2406082;Przystajń;wies;5708;Śląskie;kłobucki
2406092;Wręczyca Wielka;wies;17680;Śląskie;kłobucki
2407011;Lubliniec;miasto;23406;Śląskie;lubliniecki
2407022;Boronów;wies;3316;Śląskie;lubliniecki
2407032;Ciasna;wies;7277;Śląskie;lubliniecki
2407042;Herby;wies;6454;Śląskie;lubliniecki
2407052;Kochanowice;wies;6940;Śląskie;lubliniecki
2407062;Koszęcin;wies;11898;Śląskie;lubliniecki
2407072;Pawonków;wies;6517;Śląskie;lubliniecki
2407083;Woźniki;gmina miejsko-wiejska;9416;Śląskie;lubliniecki
2408011;Łaziska Górne;miasto;21371;Śląskie;mikołowski
2408021;Mikołów;miasto;41383;Śląskie;mikołowski
2408031;Orzesze;miasto;21758;Śląskie;mikołowski
2408042;Ornontowice;wies;6157;Śląskie;mikołowski
2408052;Wyry;wies;8930;Śląskie;mikołowski
2409011;Myszków;miasto;29897;Śląskie;myszkowski
2409023;Koziegłowy;gmina miejsko-wiejska;14166;Śląskie;myszkowski
2409032;Niegowa;wies;5402;Śląskie;myszkowski
2409042;Poraj;wies;10653;Śląskie;myszkowski
2409053;Żarki;gmina miejsko-wiejska;8179;Śląskie;myszkowski
2410012;Goczałkowice-Zdrój;wies;6613;Śląskie;pszczyński
2410022;Kobiór;wies;5120;Śląskie;pszczyński
2410032;Miedźna;wies;16136;Śląskie;pszczyński
2410042;Pawłowice;wies;17650;Śląskie;pszczyński
2410053;Pszczyna;gmina miejsko-wiejska;52749;Śląskie;pszczyński
2410062;Suszec;wies;12634;Śląskie;pszczyński
2411011;Racibórz;miasto;50419;Śląskie;raciborski
2411022;Kornowac;wies;5112;Śląskie;raciborski
2411033;Krzanowice;gmina miejsko-wiejska;5340;Śląskie;raciborski
2411042;Krzyżanowice;wies;10766;Śląskie;raciborski
2411053;Kuźnia Raciborska;gmina miejsko-wiejska;10735;Śląskie;raciborski
2411062;Nędza;wies;6694;Śląskie;raciborski
2411072;Pietrowice Wielkie;wies;6501;Śląskie;raciborski
2411082;Rudnik;wies;4835;Śląskie;raciborski
2412013;Czerwionka-Leszczy;gmina miejsko-wiejska;40443;Śląskie;rybnicki
2412022;Gaszowice;wies;9889;Śląskie;rybnicki
2412032;Jejkowice;wies;4169;Śląskie;rybnicki
2412042;Lyski;wies;9752;Śląskie;rybnicki
2412052;Świerklany;wies;12575;Śląskie;rybnicki
2413011;Kalety;miasto;8196;Śląskie;tarnogórski
2413021;Miasteczko Śląskie;miasto;7014;Śląskie;tarnogórski
2413031;Radzionków;miasto;16156;Śląskie;tarnogórski
2413041;Tarnowskie Góry;miasto;61413;Śląskie;tarnogórski
2413052;Krupski Młyn;wies;3038;Śląskie;tarnogórski
2413062;Ożarowice;wies;5938;Śląskie;tarnogórski
2413072;Świerklaniec;wies;12932;Śląskie;tarnogórski
2413082;Tworóg;wies;8220;Śląskie;tarnogórski
2413092;Zbrosławice;wies;16284;Śląskie;tarnogórski
2414011;Bieruń;miasto;19015;Śląskie;bieruńsko-lędziński
2414021;Imielin;miasto;9385;Śląskie;bieruńsko-lędziński
2414031;Lędziny;miasto;16480;Śląskie;bieruńsko-lędziński
2414042;Bojszowy;wies;8369;Śląskie;bieruńsko-lędziński
2414052;Chełm Śląski;wies;6298;Śląskie;bieruńsko-lędziński
2415011;Pszów;miasto;13150;Śląskie;wodzisławski
2415021;Radlin;miasto;16993;Śląskie;wodzisławski
2415031;Rydułtowy;miasto;20436;Śląskie;wodzisławski
2415041;Wodzisław Śląski;miasto;45316;Śląskie;wodzisławski
2415052;Godów;wies;13717;Śląskie;wodzisławski
2415062;Gorzyce;wies;21147;Śląskie;wodzisławski
2415072;Lubomia;wies;7675;Śląskie;wodzisławski
2415082;Marklowice;wies;5374;Śląskie;wodzisławski
2415092;Mszana;wies;7616;Śląskie;wodzisławski
2416011;Poręba;miasto;8204;Śląskie;zawierciański
2416021;Zawiercie;miasto;46962;Śląskie;zawierciański
2416032;Irządze;wies;2517;Śląskie;zawierciański
2416042;Kroczyce;wies;6078;Śląskie;zawierciański
2416053;Łazy;gmina miejsko-wiejska;15659;Śląskie;zawierciański
2416063;Ogrodzieniec;gmina miejsko-wiejska;8919;Śląskie;zawierciański
2416073;Pilica;gmina miejsko-wiejska;8123;Śląskie;zawierciański
2416083;Szczekociny;gmina miejsko-wiejska;7099;Śląskie;zawierciański
2416092;Włodowice;wies;5175;Śląskie;zawierciański
2416102;Żarnowiec;wies;4450;Śląskie;zawierciański
2417011;Żywiec;miasto;29875;Śląskie;żywiecki
2417022;Czernichów;wies;6457;Śląskie;żywiecki
2417032;Gilowice;wies;6225;Śląskie;żywiecki
2417042;Jeleśnia;wies;12733;Śląskie;żywiecki
2417052;Koszarawa;wies;2235;Śląskie;żywiecki
2417062;Lipowa;wies;10853;Śląskie;żywiecki
2417072;Łękawica;wies;4514;Śląskie;żywiecki
2417082;Łodygowice;wies;15098;Śląskie;żywiecki
2417092;Milówka;wies;9884;Śląskie;żywiecki
2417102;Radziechowy-Wieprz;wies;12885;Śląskie;żywiecki
2417112;Rajcza;wies;8442;Śląskie;żywiecki
2417122;Ślemień;wies;3514;Śląskie;żywiecki
2417132;Świnna;wies;7920;Śląskie;żywiecki
2417142;Ujsoły;wies;4229;Śląskie;żywiecki
2417152;Węgierska Górka;wies;14558;Śląskie;żywiecki
2461000;Bielsko-Biała;miasto;167509;Śląskie;Bielsko-Biała
2462000;Bytom;miasto;150594;Śląskie;Bytom
2463000;Chorzów;miasto;102564;Śląskie;Chorzów
2464000;Częstochowa;miasto;209395;Śląskie;Częstochowa
2465000;Dąbrowa Górnicza;miasto;115317;Śląskie;Dąbrowa Górnicza
2466000;Gliwice;miasto;171896;Śląskie;Gliwice
2467000;Jastrzębie-Zdrój;miasto;83477;Śląskie;Jastrzębie-Zdrój
2468000;Jaworzno;miasto;87842;Śląskie;Jaworzno
2469000;Katowice;miasto;281418;Śląskie;Katowice
2470000;Mysłowice;miasto;71849;Śląskie;Mysłowice
2471000;Piekary Śląskie;miasto;52396;Śląskie;Piekary Śląskie
2472000;Ruda Śląska;miasto;132040;Śląskie;Ruda Śląska
2473000;Rybnik;miasto;132266;Śląskie;Rybnik
2474000;Siemianowice Śląskie;miasto;64139;Śląskie;Siemianowice Śląskie
2475000;Sosnowiec;miasto;190406;Śląskie;Sosnowiec
2476000;Świętochłowice;miasto;45972;Śląskie;Świętochłowice
2477000;Tychy;miasto;123562;Śląskie;Tychy
2478000;Zabrze;miasto;156082;Śląskie;Zabrze
2479000;Żory;miasto;61835;Śląskie;Żory
